codigo_comuna,nombre_comuna,ambito,n_denuncias
1101,IQUIQUE,ADMISIÓN,2
1101,IQUIQUE,CONVIVENCIA,23
1101,IQUIQUE,GESTIÓN DE RECURSOS FINANCIEROS,1
1101,IQUIQUE,INFRAESTRUCTURA,1
1107,ALTO HOSPICIO,ADMISIÓN,1
1107,ALTO HOSPICIO,CONVIVENCIA,5
1107,ALTO HOSPICIO,INFRAESTRUCTURA,1
1402,CAMIÑA,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
2101,ANTOFAGASTA,ADMISIÓN,2
2101,ANTOFAGASTA,CONVIVENCIA,14
2101,ANTOFAGASTA,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
2101,ANTOFAGASTA,SEGURIDAD E HIGIENE,4
2104,TALTAL,GESTIÓN DE RECURSOS FINANCIEROS,1
2201,CALAMA,CONVIVENCIA,4
3101,COPIAPÓ,ADMISIÓN,2
3101,COPIAPÓ,CONVIVENCIA,12
3101,COPIAPÓ,GESTIÓN TÉCNICO-PEDAGÓGICA,1
3101,COPIAPÓ,INFRAESTRUCTURA,1
3101,COPIAPÓ,SEGURIDAD E HIGIENE,2
3102,CALDERA,CONVIVENCIA,2
3102,CALDERA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
3102,CALDERA,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
3103,TIERRA AMARILLA,CONVIVENCIA,1
3201,CHAÑARAL,CONVIVENCIA,1
3202,DIEGO DE ALMAGRO,CONVIVENCIA,3
3301,VALLENAR,CONVIVENCIA,5
3301,VALLENAR,GESTIÓN DE RECURSOS FINANCIEROS,1
3301,VALLENAR,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
3301,VALLENAR,GESTIÓN TÉCNICO-PEDAGÓGICA,1
3301,VALLENAR,INFRAESTRUCTURA,2
3303,FREIRINA,CONVIVENCIA,1
3304,HUASCO,INFRAESTRUCTURA,1
4101,LA SERENA,ADMISIÓN,3
4101,LA SERENA,CONVIVENCIA,19
4101,LA SERENA,SEGURIDAD E HIGIENE,1
4102,COQUIMBO,ADMISIÓN,2
4102,COQUIMBO,CONVIVENCIA,11
