codigo_comuna,nombre_comuna,ambito,n_denuncias
13101,SANTIAGO,ADMISIÓN,2
13101,SANTIAGO,CONVIVENCIA,68
13101,SANTIAGO,GESTIÓN DE RECURSOS FINANCIEROS,2
13101,SANTIAGO,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
13101,SANTIAGO,GESTIÓN TÉCNICO-PEDAGÓGICA,14
13101,SANTIAGO,INFRAESTRUCTURA,4
13101,SANTIAGO,SEGURIDAD E HIGIENE,4
13102,CERRILLOS,CONVIVENCIA,4
13103,CERRO NAVIA,CONVIVENCIA,5
13104,CONCHALÍ,CONVIVENCIA,6
13104,CONCHALÍ,INFRAESTRUCTURA,1
13105,EL BOSQUE,CONVIVENCIA,15
13105,EL BOSQUE,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13105,EL BOSQUE,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
13106,ESTACIÓN CENTRAL,CONVIVENCIA,7
13107,HUECHURABA,CONVIVENCIA,5
13108,INDEPENDENCIA,ADMISIÓN,2
13108,INDEPENDENCIA,CONVIVENCIA,5
13109,LA CISTERNA,CONVIVENCIA,17
13109,LA CISTERNA,GESTIÓN DE RECURSOS FINANCIEROS,1
13109,LA CISTERNA,SEGURIDAD E HIGIENE,2
13110,LA FLORIDA,ADMISIÓN,1
13110,LA FLORIDA,CONVIVENCIA,35
13110,LA FLORIDA,GESTIÓN DE RECURSOS FINANCIEROS,1
13110,LA FLORIDA,GESTIÓN TÉCNICO-ADMINISTRATIVA,3
13110,LA FLORIDA,INFRAESTRUCTURA,2
13110,LA FLORIDA,SEGURIDAD E HIGIENE,2
13111,LA GRANJA,CONVIVENCIA,7
13111,LA GRANJA,GESTIÓN DE RECURSOS FINANCIEROS,1
13111,LA GRANJA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13112,LA PINTANA,CONVIVENCIA,7
13112,LA PINTANA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13113,LA REINA,CONVIVENCIA,7
13113,LA REINA,SEGURIDAD E HIGIENE,1
13114,LAS CONDES,CONVIVENCIA,12
13114,LAS CONDES,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13115,LO BARNECHEA,CONVIVENCIA,5
13115,LO BARNECHEA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13115,LO BARNECHEA,INFRAESTRUCTURA,1
13116,LO ESPEJO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13117,LO PRADO,CONVIVENCIA,3
13118,MACUL,CONVIVENCIA,6
13118,MACUL,INFRAESTRUCTURA,1
13119,MAIPÚ,ADMISIÓN,2
13119,MAIPÚ,CONVIVENCIA,44
13119,MAIPÚ,GESTIÓN DE RECURSOS FINANCIEROS,3
13119,MAIPÚ,GESTIÓN TÉCNICO-ADMINISTRATIVA,10
13119,MAIPÚ,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13119,MAIPÚ,INFRAESTRUCTURA,2
13119,MAIPÚ,SEGURIDAD E HIGIENE,2
13120,ÑUÑOA,CONVIVENCIA,24
13120,ÑUÑOA,GESTIÓN DE RECURSOS FINANCIEROS,2
13120,ÑUÑOA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
