codigo_comuna,nombre_comuna,TipoEstablecimiento,n_estudiantes,promedio
13101,SANTIAGO,Municipal,7672,5.6
13101,SANTIAGO,Particular Pagado,3243,5.9
13101,SANTIAGO,Particular Subvencionado,11243,5.8
13102,CERRILLOS,Municipal,1651,5.4
13102,CERRILLOS,Particular Subvencionado,3162,5.6
13103,CERRO NAVIA,Particular Subvencionado,4399,5.7
13103,CERRO NAVIA,Servicio Local de Educación,2737,5.4
13104,CONCHALÍ,Municipal,3480,5.5
13104,CONCHALÍ,Particular Pagado,123,5.8
13104,CONCHALÍ,Particular Subvencionado,5440,5.8
13105,EL BOSQUE,Municipal,2689,5.4
13105,EL BOSQUE,Particular Pagado,231,5.2
13105,EL BOSQUE,Particular Subvencionado,10449,5.7
13106,ESTACIÓN CENTRAL,Municipal,3813,5.5
13106,ESTACIÓN CENTRAL,Particular Pagado,683,6.2
13106,ESTACIÓN CENTRAL,Particular Subvencionado,5369,5.7
13107,HUECHURABA,Municipal,1485,5.6
13107,HUECHURABA,Particular Pagado,2557,6
13107,HUECHURABA,Particular Subvencionado,1731,5.7
13108,INDEPENDENCIA,Municipal,2394,5.5
13108,INDEPENDENCIA,Particular Pagado,298,6
13108,INDEPENDENCIA,Particular Subvencionado,4670,5.8
13109,LA CISTERNA,Municipal,1079,5.5
13109,LA CISTERNA,Particular Pagado,214,5.9
13109,LA CISTERNA,Particular Subvencionado,7297,5.8
13110,LA FLORIDA,Municipal,4411,5.5
13110,LA FLORIDA,Particular Pagado,2900,5.8
13110,LA FLORIDA,Particular Subvencionado,20189,5.7
13111,LA GRANJA,Particular Subvencionado,5491,5.5
13111,LA GRANJA,Servicio Local de Educación,2212,5.3
13112,LA PINTANA,Municipal,2012,5.2
13112,LA PINTANA,Particular Subvencionado,11187,5.5
13113,LA REINA,Municipal,1444,5.6
13113,LA REINA,Particular Pagado,4723,6.1
13113,LA REINA,Particular Subvencionado,2708,5.7
13114,LAS CONDES,Municipal,2031,5.9
13114,LAS CONDES,Particular Pagado,10437,6.1
13114,LAS CONDES,Particular Subvencionado,1821,5.8
13115,LO BARNECHEA,Municipal,464,5.6
13115,LO BARNECHEA,Particular Pagado,6141,6.1
13115,LO BARNECHEA,Particular Subvencionado,1603,5.6
13116,LO ESPEJO,Municipal,1802,5.2
13116,LO ESPEJO,Particular Subvencionado,2863,5.6
13117,LO PRADO,Particular Subvencionado,3099,5.8
13117,LO PRADO,Servicio Local de Educación,2163,5.4
13118,MACUL,Particular Pagado,831,6.2
13118,MACUL,Particular Subvencionado,3803,5.7
13118,MACUL,Servicio Local de Educación,1756,5.7
13119,MAIPÚ,Corporación de Administración Delegada,166,5.7
13119,MAIPÚ,Municipal,6237,5.6
13119,MAIPÚ,Particular Pagado,1383,6
13119,MAIPÚ,Particular Subvencionado,25773,5.8
13120,ÑUÑOA,Municipal,4220,5.9
13120,ÑUÑOA,Particular Pagado,5051,5.7
13120,ÑUÑOA,Particular Subvencionado,2314,5.6
13121,PEDRO AGUIRRE CERDA,Municipal,1826,5.3
13121,PEDRO AGUIRRE CERDA,Particular Subvencionado,5106,5.6
13122,PEÑALOLÉN,Municipal,3286,5.4
13122,PEÑALOLÉN,Particular Pagado,4723,6
13122,PEÑALOLÉN,Particular Subvencionado,6534,5.7
13123,PROVIDENCIA,Municipal,2250,5.9
13123,PROVIDENCIA,Particular Pagado,5604,5.7
13123,PROVIDENCIA,Particular Subvencionado,1343,6
13124,PUDAHUEL,Particular Pagado,618,6.2
13124,PUDAHUEL,Particular Subvencionado,8267,5.7
13124,PUDAHUEL,Servicio Local de Educación,4411,5.5
13125,QUILICURA,Municipal,2470,5.2
13125,QUILICURA,Particular Pagado,930,5.9
13125,QUILICURA,Particular Subvencionado,12140,5.6
13126,QUINTA NORMAL,Municipal,3848,5.5
13126,QUINTA NORMAL,Particular Subvencionado,6134,5.7
13127,RECOLETA,Municipal,3362,5.5
13127,RECOLETA,Particular Pagado,545,6.2
13127,RECOLETA,Particular Subvencionado,7779,5.7
13128,RENCA,Municipal,3109,5.4
13128,RENCA,Particular Subvencionado,6375,5.6
13129,SAN JOAQUÍN,Particular Subvencionado,2354,5.6
13129,SAN JOAQUÍN,Servicio Local de Educación,1911,5.7
13130,SAN MIGUEL,Municipal,1363,5.7
13130,SAN MIGUEL,Particular Pagado,957,5.9
13130,SAN MIGUEL,Particular Subvencionado,5781,5.6
13131,SAN RAMÓN,Municipal,1069,5.2
13131,SAN RAMÓN,Particular Subvencionado,4410,5.7
13132,VITACURA,Municipal,957,5.9
13132,VITACURA,Particular Pagado,6653,5.9
13132,VITACURA,Particular Subvencionado,188,6
