codigo_comuna,nombre_comuna,ambito,n_denuncias
13101,SANTIAGO,ADMISIÓN,2
13101,SANTIAGO,CONVIVENCIA,11
13101,SANTIAGO,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,2
13101,SANTIAGO,GESTIÓN DE RECURSOS FINANCIEROS,1
13101,SANTIAGO,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13102,CERRILLOS,ADMISIÓN,1
13102,CERRILLOS,CONVIVENCIA,1
13104,CONCHALÍ,CONVIVENCIA,1
13105,EL BOSQUE,ADMISIÓN,1
13105,EL BOSQUE,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13106,ESTACIÓN CENTRAL,CONVIVENCIA,1
13107,HUECHURABA,CONVIVENCIA,3
13107,HUECHURABA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13108,INDEPENDENCIA,ADMISIÓN,1
13108,INDEPENDENCIA,CONVIVENCIA,1
13108,INDEPENDENCIA,GESTIÓN DE RECURSOS FINANCIEROS,1
13109,LA CISTERNA,CONVIVENCIA,4
13109,LA CISTERNA,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
13109,LA CISTERNA,GESTIÓN DE RECURSOS FINANCIEROS,1
13109,LA CISTERNA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13110,LA FLORIDA,ADMISIÓN,1
13110,LA FLORIDA,CONVIVENCIA,13
13110,LA FLORIDA,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
13110,LA FLORIDA,GESTIÓN DE RECURSOS FINANCIEROS,1
13110,LA FLORIDA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13110,LA FLORIDA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13111,LA GRANJA,CONVIVENCIA,1
13111,LA GRANJA,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
13112,LA PINTANA,ADMISIÓN,1
13112,LA PINTANA,CONVIVENCIA,2
13112,LA PINTANA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13113,LA REINA,ADMISIÓN,1
13113,LA REINA,CONVIVENCIA,1
13114,LAS CONDES,CONVIVENCIA,3
13114,LAS CONDES,INFRAESTRUCTURA,1
13115,LO BARNECHEA,CONVIVENCIA,1
13115,LO BARNECHEA,INFRAESTRUCTURA,1
13118,MACUL,CONVIVENCIA,1
13119,MAIPÚ,ADMISIÓN,1
13119,MAIPÚ,CONVIVENCIA,12
13119,MAIPÚ,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,2
13119,MAIPÚ,GESTIÓN DE RECURSOS FINANCIEROS,2
13119,MAIPÚ,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13119,MAIPÚ,GESTIÓN TÉCNICO-PEDAGÓGICA,5
13119,MAIPÚ,SEGURIDAD E HIGIENE,1
13120,ÑUÑOA,CONVIVENCIA,5
13121,PEDRO AGUIRRE CERDA,CONVIVENCIA,1
13122,PEÑALOLÉN,CONVIVENCIA,2
13122,PEÑALOLÉN,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
13122,PEÑALOLÉN,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13123,PROVIDENCIA,CONVIVENCIA,7
13123,PROVIDENCIA,GESTIÓN TÉCNICO-PEDAGÓGICA,3
13125,QUILICURA,ADMISIÓN,1
13125,QUILICURA,CONVIVENCIA,4
13125,QUILICURA,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
13125,QUILICURA,INFRAESTRUCTURA,1
13126,QUINTA NORMAL,CONVIVENCIA,3
13126,QUINTA NORMAL,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13127,RECOLETA,CONVIVENCIA,3
13127,RECOLETA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13128,RENCA,CONVIVENCIA,3
13130,SAN MIGUEL,CONVIVENCIA,1
13132,VITACURA,CONVIVENCIA,2
