codigo_comuna,nombre_comuna,ambito,n_denuncias
1101,IQUIQUE,CONVIVENCIA,1
1101,IQUIQUE,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
1101,IQUIQUE,GESTIÓN TÉCNICO-PEDAGÓGICA,3
1107,ALTO HOSPICIO,CONVIVENCIA,1
2101,ANTOFAGASTA,ADMISIÓN,1
2101,ANTOFAGASTA,CONVIVENCIA,5
2101,ANTOFAGASTA,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,3
2101,ANTOFAGASTA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
2201,CALAMA,ADMISIÓN,1
2201,CALAMA,CONVIVENCIA,3
3101,COPIAPÓ,CONVIVENCIA,2
3101,COPIAPÓ,INFRAESTRUCTURA,1
4101,LA SERENA,ADMISIÓN,2
4101,LA SERENA,CONVIVENCIA,8
4101,LA SERENA,GESTIÓN DE RECURSOS FINANCIEROS,1
4102,COQUIMBO,ADMISIÓN,1
4102,COQUIMBO,CONVIVENCIA,3
4102,COQUIMBO,GESTIÓN DE RECURSOS FINANCIEROS,1
4104,LA HIGUERA,GESTIÓN DE RECURSOS FINANCIEROS,1
4104,LA HIGUERA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
4104,LA HIGUERA,INFRAESTRUCTURA,1
4106,VICUÑA,CONVIVENCIA,1
5101,VALPARAÍSO,ADMISIÓN,2
5101,VALPARAÍSO,CONVIVENCIA,4
5101,VALPARAÍSO,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
5102,CASABLANCA,CONVIVENCIA,1
5103,CONCÓN,INFRAESTRUCTURA,1
5103,CONCÓN,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
5109,VIÑA DEL MAR,ADMISIÓN,1
5109,VIÑA DEL MAR,CONVIVENCIA,6
5109,VIÑA DEL MAR,GESTIÓN DE RECURSOS FINANCIEROS,1
5109,VIÑA DEL MAR,GESTIÓN TÉCNICO-PEDAGÓGICA,1
5301,LOS ANDES,CONVIVENCIA,1
5301,LOS ANDES,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
5401,LA LIGUA,CONVIVENCIA,2
5501,QUILLOTA,GESTIÓN DE RECURSOS FINANCIEROS,2
5501,QUILLOTA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
5502,CALERA,CONVIVENCIA,1
5502,CALERA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
5502,CALERA,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
5504,LA CRUZ,GESTIÓN TÉCNICO-PEDAGÓGICA,1
5604,EL QUISCO,GESTIÓN DE RECURSOS FINANCIEROS,1
5701,SAN FELIPE,CONVIVENCIA,4
5703,LLAILLAY,GESTIÓN TÉCNICO-PEDAGÓGICA,1
5801,QUILPUÉ,CONVIVENCIA,5
5801,QUILPUÉ,GESTIÓN DE RECURSOS FINANCIEROS,3
5801,QUILPUÉ,GESTIÓN TÉCNICO-PEDAGÓGICA,1
5801,QUILPUÉ,INFRAESTRUCTURA,1
5802,LIMACHE,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
5804,VILLA ALEMANA,CONVIVENCIA,3
5804,VILLA ALEMANA,GESTIÓN TÉCNICO-PEDAGÓGICA,2
6101,RANCAGUA,ADMISIÓN,1
6101,RANCAGUA,CONVIVENCIA,1
6101,RANCAGUA,GESTIÓN DE RECURSOS FINANCIEROS,1
6103,COINCO,GESTIÓN DE RECURSOS FINANCIEROS,1
6105,DOÑIHUE,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
6107,LAS CABRAS,CONVIVENCIA,1
6301,SAN FERNANDO,CONVIVENCIA,2
6301,SAN FERNANDO,GESTIÓN DE RECURSOS FINANCIEROS,1
6303,CHIMBARONGO,CONVIVENCIA,1
6310,SANTA CRUZ,CONVIVENCIA,1
7101,TALCA,ADMISIÓN,1
7101,TALCA,CONVIVENCIA,2
7101,TALCA,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
7106,PELARCO,CONVIVENCIA,1
7301,CURICÓ,CONVIVENCIA,2
7301,CURICÓ,GESTIÓN DE RECURSOS FINANCIEROS,1
7301,CURICÓ,GESTIÓN TÉCNICO-PEDAGÓGICA,1
7304,MOLINA,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
7305,RAUCO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
8101,CONCEPCIÓN,CONVIVENCIA,5
8102,CORONEL,CONVIVENCIA,2
8102,CORONEL,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
8103,CHIGUAYANTE,GESTIÓN DE RECURSOS FINANCIEROS,2
8108,SAN PEDRO DE LA PAZ,CONVIVENCIA,1
8108,SAN PEDRO DE LA PAZ,GESTIÓN TÉCNICO-PEDAGÓGICA,1
8110,TALCAHUANO,CONVIVENCIA,6
8110,TALCAHUANO,GESTIÓN DE RECURSOS FINANCIEROS,1
8110,TALCAHUANO,GESTIÓN TÉCNICO-PEDAGÓGICA,1
8111,TOMÉ,CONVIVENCIA,1
8111,TOMÉ,GESTIÓN TÉCNICO-PEDAGÓGICA,1
8301,LOS ANGELES,ADMISIÓN,1
8301,LOS ANGELES,CONVIVENCIA,2
8303,CABRERO,CONVIVENCIA,1
8306,NACIMIENTO,CONVIVENCIA,1
9101,TEMUCO,CONVIVENCIA,3
9101,TEMUCO,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
9101,TEMUCO,GESTIÓN TÉCNICO-PEDAGÓGICA,3
9114,PITRUFQUÉN,GESTIÓN TÉCNICO-PEDAGÓGICA,1
9201,ANGOL,ADMISIÓN,1
9201,ANGOL,CONVIVENCIA,2
9210,TRAIGUÉN,ADMISIÓN,1
9210,TRAIGUÉN,CONVIVENCIA,1
10101,PUERTO MONTT,ADMISIÓN,2
10101,PUERTO MONTT,CONVIVENCIA,6
10101,PUERTO MONTT,GESTIÓN DE RECURSOS FINANCIEROS,1
10101,PUERTO MONTT,GESTIÓN TÉCNICO-PEDAGÓGICA,1
10101,PUERTO MONTT,SEGURIDAD E HIGIENE,1
10107,LLANQUIHUE,CONVIVENCIA,1
10109,PUERTO VARAS,CONVIVENCIA,2
10201,CASTRO,GESTIÓN TÉCNICO-PEDAGÓGICA,1
10202,ANCUD,CONVIVENCIA,1
10301,OSORNO,ADMISIÓN,1
10301,OSORNO,CONVIVENCIA,2
10301,OSORNO,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
10301,OSORNO,GESTIÓN DE RECURSOS FINANCIEROS,4
10401,CHAITÉN,CONVIVENCIA,1
11201,AYSÉN,CONVIVENCIA,1
12101,PUNTA ARENAS,CONVIVENCIA,2
13101,SANTIAGO,CONVIVENCIA,13
13101,SANTIAGO,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,3
13101,SANTIAGO,GESTIÓN DE RECURSOS FINANCIEROS,1
13101,SANTIAGO,GESTIÓN TÉCNICO-PEDAGÓGICA,3
13102,CERRILLOS,ADMISIÓN,1
13102,CERRILLOS,CONVIVENCIA,2
13104,CONCHALÍ,CONVIVENCIA,1
13104,CONCHALÍ,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13105,EL BOSQUE,ADMISIÓN,1
13106,ESTACIÓN CENTRAL,CONVIVENCIA,2
13106,ESTACIÓN CENTRAL,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
13106,ESTACIÓN CENTRAL,GESTIÓN DE RECURSOS FINANCIEROS,1
13107,HUECHURABA,CONVIVENCIA,4
13107,HUECHURABA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13107,HUECHURABA,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
13108,INDEPENDENCIA,ADMISIÓN,1
13108,INDEPENDENCIA,CONVIVENCIA,1
13108,INDEPENDENCIA,GESTIÓN DE RECURSOS FINANCIEROS,1
13108,INDEPENDENCIA,SEGURIDAD E HIGIENE,1
13109,LA CISTERNA,CONVIVENCIA,3
13109,LA CISTERNA,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
13109,LA CISTERNA,GESTIÓN DE RECURSOS FINANCIEROS,1
13109,LA CISTERNA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13109,LA CISTERNA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13110,LA FLORIDA,CONVIVENCIA,13
13110,LA FLORIDA,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,3
13110,LA FLORIDA,GESTIÓN DE RECURSOS FINANCIEROS,1
13110,LA FLORIDA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13110,LA FLORIDA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13111,LA GRANJA,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
13112,LA PINTANA,ADMISIÓN,2
13112,LA PINTANA,CONVIVENCIA,1
13112,LA PINTANA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13113,LA REINA,ADMISIÓN,2
13113,LA REINA,CONVIVENCIA,3
13114,LAS CONDES,CONVIVENCIA,6
13114,LAS CONDES,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
13117,LO PRADO,GESTIÓN DE RECURSOS FINANCIEROS,1
13118,MACUL,CONVIVENCIA,2
13119,MAIPÚ,ADMISIÓN,2
13119,MAIPÚ,CONVIVENCIA,11
13119,MAIPÚ,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,2
