codigo_comuna,nombre_comuna,TipoEstablecimiento,n_estudiantes,promedio
13101,SANTIAGO,Corporación de Administración Delegada,2138,5.2
13101,SANTIAGO,Municipal,5554,5.4
13101,SANTIAGO,Particular Pagado,1271,5.7
13101,SANTIAGO,Particular Subvencionado,6255,5.4
13102,CERRILLOS,Municipal,111,5.4
13102,CERRILLOS,Particular Subvencionado,1229,5.3
13103,CERRO NAVIA,Particular Subvencionado,687,5.1
13103,CERRO NAVIA,Servicio Local de Educación,348,5.2
13104,CONCHALÍ,Municipal,609,5
13104,CONCHALÍ,Particular Subvencionado,932,5.3
13105,EL BOSQUE,Municipal,406,5.3
13105,EL BOSQUE,Particular Pagado,115,5.7
13105,EL BOSQUE,Particular Subvencionado,3175,5.2
13106,ESTACIÓN CENTRAL,Corporación de Administración Delegada,318,5.3
13106,ESTACIÓN CENTRAL,Municipal,559,5.3
13106,ESTACIÓN CENTRAL,Particular Pagado,176,5.6
13106,ESTACIÓN CENTRAL,Particular Subvencionado,1716,5.6
13107,HUECHURABA,Municipal,172,5.2
13107,HUECHURABA,Particular Pagado,1003,5.8
13107,HUECHURABA,Particular Subvencionado,409,5.1
13108,INDEPENDENCIA,Municipal,598,5.2
13108,INDEPENDENCIA,Particular Pagado,155,6
13108,INDEPENDENCIA,Particular Subvencionado,1623,5.3
13109,LA CISTERNA,Corporación de Administración Delegada,353,5
13109,LA CISTERNA,Municipal,576,5.2
13109,LA CISTERNA,Particular Subvencionado,4169,5.3
13110,LA FLORIDA,Municipal,1384,5.1
13110,LA FLORIDA,Particular Pagado,970,5.6
13110,LA FLORIDA,Particular Subvencionado,6771,5.4
13111,LA GRANJA,Particular Subvencionado,1345,5.4
13111,LA GRANJA,Servicio Local de Educación,406,5.2
13112,LA PINTANA,Municipal,311,5.2
13112,LA PINTANA,Particular Subvencionado,3451,5.1
13113,LA REINA,Municipal,496,5
13113,LA REINA,Particular Pagado,1578,6
13113,LA REINA,Particular Subvencionado,660,5.4
13114,LAS CONDES,Municipal,933,5.3
13114,LAS CONDES,Particular Pagado,4566,5.9
13114,LAS CONDES,Particular Subvencionado,966,5.2
13115,LO BARNECHEA,Municipal,170,5.2
13115,LO BARNECHEA,Particular Pagado,2215,6
13115,LO BARNECHEA,Particular Subvencionado,519,5.3
13116,LO ESPEJO,Municipal,193,4.9
13116,LO ESPEJO,Particular Subvencionado,668,5.3
13117,LO PRADO,Particular Subvencionado,258,5.5
13117,LO PRADO,Servicio Local de Educación,547,5.1
13118,MACUL,Particular Pagado,193,5.7
13118,MACUL,Particular Subvencionado,1143,5.4
13118,MACUL,Servicio Local de Educación,257,5.4
13119,MAIPÚ,Corporación de Administración Delegada,347,5.3
13119,MAIPÚ,Municipal,2014,5.4
13119,MAIPÚ,Particular Pagado,491,5.6
13119,MAIPÚ,Particular Subvencionado,10526,5.3
13120,ÑUÑOA,Corporación de Administración Delegada,1803,5.2
13120,ÑUÑOA,Municipal,2053,5.2
13120,ÑUÑOA,Particular Pagado,1861,5.8
13120,ÑUÑOA,Particular Subvencionado,1279,5.3
13121,PEDRO AGUIRRE CERDA,Corporación de Administración Delegada,327,5.1
13121,PEDRO AGUIRRE CERDA,Municipal,237,5.3
13121,PEDRO AGUIRRE CERDA,Particular Subvencionado,672,5.3
13122,PEÑALOLÉN,Municipal,878,5.1
13122,PEÑALOLÉN,Particular Pagado,1692,5.8
13122,PEÑALOLÉN,Particular Subvencionado,1923,5.3
13123,PROVIDENCIA,Municipal,2532,5.5
13123,PROVIDENCIA,Particular Pagado,1891,5.9
13123,PROVIDENCIA,Particular Subvencionado,1045,5.5
13124,PUDAHUEL,Particular Pagado,204,5.9
13124,PUDAHUEL,Particular Subvencionado,2379,5.3
13124,PUDAHUEL,Servicio Local de Educación,452,5.2
13125,QUILICURA,Municipal,828,5.2
13125,QUILICURA,Particular Pagado,385,5.9
13125,QUILICURA,Particular Subvencionado,4508,5.3
13126,QUINTA NORMAL,Corporación de Administración Delegada,777,5
13126,QUINTA NORMAL,Municipal,1007,5.2
13126,QUINTA NORMAL,Particular Subvencionado,1778,5.4
13127,RECOLETA,Corporación de Administración Delegada,1545,4.9
13127,RECOLETA,Municipal,1083,5.4
13127,RECOLETA,Particular Pagado,194,5.5
13127,RECOLETA,Particular Subvencionado,1836,5.5
13128,RENCA,Corporación de Administración Delegada,395,5.3
13128,RENCA,Municipal,615,5.4
13128,RENCA,Particular Subvencionado,2047,5.3
13129,SAN JOAQUÍN,Corporación de Administración Delegada,494,5
13129,SAN JOAQUÍN,Particular Subvencionado,386,5.5
13129,SAN JOAQUÍN,Servicio Local de Educación,112,5
13130,SAN MIGUEL,Corporación de Administración Delegada,919,5.4
13130,SAN MIGUEL,Municipal,440,5.4
13130,SAN MIGUEL,Particular Pagado,329,5.6
13130,SAN MIGUEL,Particular Subvencionado,2579,5.4
13131,SAN RAMÓN,Corporación de Administración Delegada,214,5.1
13131,SAN RAMÓN,Municipal,265,5.1
13131,SAN RAMÓN,Particular Subvencionado,1212,5.3
13132,VITACURA,Municipal,399,5.5
13132,VITACURA,Particular Pagado,2360,5.8
13132,VITACURA,Particular Subvencionado,75,5.9
